Invoice,StockCode,Quantity,InvoiceDate,Price,CustomerID,Country,TotalAmount,Month,Description_ASSORTED COLOUR BIRD ORNAMENT,Description_CREAM HANGING HEART T-LIGHT HOLDER,Description_JUMBO BAG RED RETROSPOT,Description_LUNCH BAG  BLACK SKULL.,Description_LUNCH BAG RED RETROSPOT,Description_PARTY BUNTING,Description_POPCORN HOLDER,Description_REGENCY CAKESTAND 3 TIER,Description_SET OF 3 CAKE TINS PANTRY DESIGN 
542895,47566,2,2011-02-01 13:47:00,4.65,u14549,United Kingdom,9.3,2,0,0,0,0,0,1,0,0,0
542895,85123A,3,2011-02-01 13:47:00,2.95,u14549,United Kingdom,8.850000000000001,2,0,1,0,0,0,0,0,0,0
542897,85123A,6,2011-02-01 13:55:00,2.95,u15854,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
542898,22720,2,2011-02-01 14:01:00,4.95,u1611,United Kingdom,9.9,2,0,0,0,0,0,0,0,0,1
542908,85123A,12,2011-02-01 15:24:00,2.95,u1311,United Kingdom,35.400000000000006,2,0,1,0,0,0,0,0,0,0
542908,22720,2,2011-02-01 15:24:00,4.95,u1311,United Kingdom,9.9,2,0,0,0,0,0,0,0,0,1
542914,20725,5,2011-02-01 16:03:00,1.65,u16161,United Kingdom,8.25,2,0,0,0,0,1,0,0,0,0
542914,85099B,8,2011-02-01 16:03:00,1.95,u16161,United Kingdom,15.6,2,0,0,1,0,0,0,0,0,0
542923,85123A,6,2011-02-02 09:08:00,2.95,u14665,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
542923,22720,3,2011-02-02 09:08:00,4.95,u14665,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
542929,85099B,20,2011-02-02 10:34:00,1.95,u17811,United Kingdom,39.0,2,0,0,1,0,0,0,0,0,0
542989,22720,3,2011-02-02 11:41:00,4.95,u15226,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
542993,22720,3,2011-02-02 12:02:00,4.95,u16156,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543003,84879,8,2011-02-02 12:38:00,1.69,u14312,United Kingdom,13.52,2,1,0,0,0,0,0,0,0,0
543006,85123A,4,2011-02-02 12:53:00,2.95,u17975,United Kingdom,11.8,2,0,1,0,0,0,0,0,0,0
543007,47566,5,2011-02-02 12:54:00,4.65,u13894,United Kingdom,23.25,2,0,0,0,0,0,1,0,0,0
543008,20727,20,2011-02-02 13:07:00,1.65,u13824,United Kingdom,33.0,2,0,0,0,1,0,0,0,0,0
543009,20727,10,2011-02-02 13:11:00,1.65,u18041,United Kingdom,16.5,2,0,0,0,1,0,0,0,0,0
543010,22720,3,2011-02-02 13:16:00,4.95,u1825,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543015,85099B,20,2011-02-02 13:46:00,1.95,u14188,United Kingdom,39.0,2,0,0,1,0,0,0,0,0,0
543015,20725,10,2011-02-02 13:46:00,1.65,u14188,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543020,22720,2,2011-02-02 14:29:00,4.95,u15005,United Kingdom,9.9,2,0,0,0,0,0,0,0,0,1
543020,85123A,2,2011-02-02 14:29:00,2.95,u15005,United Kingdom,5.9,2,0,1,0,0,0,0,0,0,0
543022,85123A,6,2011-02-02 14:37:00,2.95,u16771,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543023,85123A,12,2011-02-02 14:38:00,2.95,u1527,United Kingdom,35.400000000000006,2,0,1,0,0,0,0,0,0,0
543028,85123A,6,2011-02-02 15:09:00,2.95,u14443,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543031,85123A,6,2011-02-02 15:26:00,2.95,u14798,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543033,22720,1,2011-02-02 15:48:00,4.95,u17841,United Kingdom,4.95,2,0,0,0,0,0,0,0,0,1
543040,85123A,1,2011-02-02 17:06:00,2.95,u17337,United Kingdom,2.95,2,0,1,0,0,0,0,0,0,0
543040,20725,3,2011-02-02 17:06:00,1.65,u17337,United Kingdom,4.949999999999999,2,0,0,0,0,1,0,0,0,0
543040,20727,2,2011-02-02 17:06:00,1.65,u17337,United Kingdom,3.3,2,0,0,0,1,0,0,0,0,0
543040,20725,1,2011-02-02 17:06:00,1.65,u17337,United Kingdom,1.65,2,0,0,0,0,1,0,0,0,0
543040,21212,2,2011-02-02 17:06:00,0.55,u17337,United Kingdom,1.1,2,0,0,0,0,0,0,0,0,0
543044,47566,5,2011-02-03 08:18:00,4.65,u17071,United Kingdom,23.25,2,0,0,0,0,0,1,0,0,0
543047,85123A,6,2011-02-03 09:42:00,2.95,u1621,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543053,85123A,1,2011-02-03 10:26:00,2.95,u17362,United Kingdom,2.95,2,0,1,0,0,0,0,0,0,0
543094,47566,6,2011-02-03 11:28:00,4.65,u1603,United Kingdom,27.900000000000002,2,0,0,0,0,0,1,0,0,0
543094,47566,4,2011-02-03 11:28:00,4.65,u1603,United Kingdom,18.6,2,0,0,0,0,0,1,0,0,0
543096,20725,1,2011-02-03 11:39:00,1.65,u14044,United Kingdom,1.65,2,0,0,0,0,1,0,0,0,0
543096,20727,3,2011-02-03 11:39:00,1.65,u14044,United Kingdom,4.949999999999999,2,0,0,0,1,0,0,0,0,0
543096,22720,1,2011-02-03 11:39:00,4.95,u14044,United Kingdom,4.95,2,0,0,0,0,0,0,0,0,1
543108,84879,8,2011-02-03 12:37:00,1.69,u14085,United Kingdom,13.52,2,1,0,0,0,0,0,0,0,0
543108,85123A,3,2011-02-03 12:37:00,2.95,u14085,United Kingdom,8.850000000000001,2,0,1,0,0,0,0,0,0,0
543111,85099B,16,2011-02-03 12:44:00,1.95,u15719,United Kingdom,31.2,2,0,0,1,0,0,0,0,0,0
543111,85123A,2,2011-02-03 12:44:00,2.95,u15719,United Kingdom,5.9,2,0,1,0,0,0,0,0,0,0
543111,84879,8,2011-02-03 12:44:00,1.69,u15719,United Kingdom,13.52,2,1,0,0,0,0,0,0,0,0
543111,21212,4,2011-02-03 12:44:00,0.55,u15719,United Kingdom,2.2,2,0,0,0,0,0,0,0,0,0
543111,20725,5,2011-02-03 12:44:00,1.65,u15719,United Kingdom,8.25,2,0,0,0,0,1,0,0,0,0
543113,22720,3,2011-02-03 13:06:00,4.95,u13047,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543116,21212,24,2011-02-03 13:29:00,0.55,u17672,United Kingdom,13.200000000000001,2,0,0,0,0,0,0,0,0,0
543123,85123A,6,2011-02-03 14:08:00,2.95,u18178,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543123,20727,10,2011-02-03 14:08:00,1.65,u18178,United Kingdom,16.5,2,0,0,0,1,0,0,0,0,0
543123,20725,10,2011-02-03 14:08:00,1.65,u18178,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543123,85099B,10,2011-02-03 14:08:00,1.95,u18178,United Kingdom,19.5,2,0,0,1,0,0,0,0,0,0
543126,85123A,6,2011-02-03 14:41:00,2.95,u13581,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543162,21212,12,2011-02-03 18:08:00,0.55,u17507,United Kingdom,6.6000000000000005,2,0,0,0,0,0,0,0,0,0
543162,22720,2,2011-02-03 18:08:00,4.95,u17507,United Kingdom,9.9,2,0,0,0,0,0,0,0,0,1
543165,85123A,3,2011-02-03 19:58:00,2.95,u1323,United Kingdom,8.850000000000001,2,0,1,0,0,0,0,0,0,0
543166,20725,10,2011-02-04 08:27:00,1.65,u13488,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543166,85123A,6,2011-02-04 08:27:00,2.95,u13488,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543173,22720,3,2011-02-04 09:30:00,4.95,u13871,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543173,20725,10,2011-02-04 09:30:00,1.65,u13871,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543174,85123A,12,2011-02-04 09:34:00,2.95,u16938,United Kingdom,35.400000000000006,2,0,1,0,0,0,0,0,0,0
543183,22720,3,2011-02-04 11:13:00,4.95,u1456,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543187,22720,3,2011-02-04 11:43:00,4.95,u14778,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543187,85123A,6,2011-02-04 11:43:00,2.95,u14778,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543191,21212,3,2011-02-04 11:54:00,0.55,u13137,United Kingdom,1.6500000000000001,2,0,0,0,0,0,0,0,0,0
543193,22720,3,2011-02-04 12:18:00,4.95,u13725,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543196,20725,10,2011-02-04 12:29:00,1.65,u13309,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543196,20727,10,2011-02-04 12:29:00,1.65,u13309,United Kingdom,16.5,2,0,0,0,1,0,0,0,0,0
543199,85123A,12,2011-02-04 12:40:00,2.95,u13102,United Kingdom,35.400000000000006,2,0,1,0,0,0,0,0,0,0
543235,84879,8,2011-02-04 13:30:00,1.69,u14462,United Kingdom,13.52,2,1,0,0,0,0,0,0,0,0
543240,22720,2,2011-02-04 13:47:00,4.95,u14462,United Kingdom,9.9,2,0,0,0,0,0,0,0,0,1
543245,85099B,1,2011-02-04 14:08:00,1.95,u16725,United Kingdom,1.95,2,0,0,1,0,0,0,0,0,0
543246,47566,1,2011-02-04 14:14:00,4.95,u17315,United Kingdom,4.95,2,0,0,0,0,0,1,0,0,0
543250,21212,24,2011-02-04 14:46:00,0.55,u13911,United Kingdom,13.200000000000001,2,0,0,0,0,0,0,0,0,0
543251,22720,3,2011-02-04 14:51:00,4.95,u14194,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543251,85123A,6,2011-02-04 14:51:00,2.95,u14194,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543251,85099B,10,2011-02-04 14:51:00,1.95,u14194,United Kingdom,19.5,2,0,0,1,0,0,0,0,0,0
543251,21212,24,2011-02-04 14:51:00,0.55,u14194,United Kingdom,13.200000000000001,2,0,0,0,0,0,0,0,0,0
543272,85123A,2,2011-02-06 11:11:00,2.95,u1481,United Kingdom,5.9,2,0,1,0,0,0,0,0,0,0
543273,22720,1,2011-02-06 11:29:00,4.95,u16456,United Kingdom,4.95,2,0,0,0,0,0,0,0,0,1
543273,84879,3,2011-02-06 11:29:00,1.69,u16456,United Kingdom,5.07,2,1,0,0,0,0,0,0,0,0
543274,47566,6,2011-02-06 12:48:00,4.95,u17392,United Kingdom,29.700000000000003,2,0,0,0,0,0,1,0,0,0
543277,85099B,20,2011-02-06 14:33:00,1.95,u15808,United Kingdom,39.0,2,0,0,1,0,0,0,0,0,0
543277,22720,2,2011-02-06 14:33:00,4.95,u15808,United Kingdom,9.9,2,0,0,0,0,0,0,0,0,1
543279,85099B,4,2011-02-06 14:46:00,1.95,u17105,United Kingdom,7.8,2,0,0,1,0,0,0,0,0,0
543280,85099B,10,2011-02-06 14:56:00,1.95,u14438,United Kingdom,19.5,2,0,0,1,0,0,0,0,0,0
543282,85123A,1,2011-02-06 16:08:00,2.95,u12956,United Kingdom,2.95,2,0,1,0,0,0,0,0,0,0
543282,47566,1,2011-02-06 16:08:00,4.95,u12956,United Kingdom,4.95,2,0,0,0,0,0,1,0,0,0
543282,84879,8,2011-02-06 16:08:00,1.69,u12956,United Kingdom,13.52,2,1,0,0,0,0,0,0,0,0
543285,47566,5,2011-02-07 09:48:00,4.95,u146,United Kingdom,24.75,2,0,0,0,0,0,1,0,0,0
543288,22720,3,2011-02-07 10:14:00,4.95,u17302,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543292,22720,2,2011-02-07 11:15:00,4.95,u14534,United Kingdom,9.9,2,0,0,0,0,0,0,0,0,1
543292,47566,1,2011-02-07 11:15:00,4.95,u14534,United Kingdom,4.95,2,0,0,0,0,0,1,0,0,0
543293,84879,8,2011-02-07 11:20:00,1.69,u17613,United Kingdom,13.52,2,1,0,0,0,0,0,0,0,0
543293,85123A,6,2011-02-07 11:20:00,2.95,u17613,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543300,47566,6,2011-02-07 11:42:00,4.95,u13334,United Kingdom,29.700000000000003,2,0,0,0,0,0,1,0,0,0
543300,85099B,10,2011-02-07 11:42:00,1.95,u13334,United Kingdom,19.5,2,0,0,1,0,0,0,0,0,0
543300,21212,24,2011-02-07 11:42:00,0.55,u13334,United Kingdom,13.200000000000001,2,0,0,0,0,0,0,0,0,0
543306,20725,2,2011-02-07 11:56:00,1.65,u16686,United Kingdom,3.3,2,0,0,0,0,1,0,0,0,0
543309,22197,13,2011-02-07 12:05:00,0.85,u18118,United Kingdom,11.049999999999999,2,0,0,0,0,0,0,1,0,0
543349,22720,2,2011-02-07 13:13:00,4.95,u17774,United Kingdom,9.9,2,0,0,0,0,0,0,0,0,1
543367,85123A,12,2011-02-07 14:33:00,2.95,u18225,United Kingdom,35.400000000000006,2,0,1,0,0,0,0,0,0,0
543367,20725,10,2011-02-07 14:33:00,1.65,u18225,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543367,85099B,20,2011-02-07 14:33:00,1.95,u18225,United Kingdom,39.0,2,0,0,1,0,0,0,0,0,0
543369,22720,1,2011-02-07 14:49:00,4.95,u16255,United Kingdom,4.95,2,0,0,0,0,0,0,0,0,1
543371,85123A,8,2011-02-07 14:53:00,2.95,u14048,United Kingdom,23.6,2,0,1,0,0,0,0,0,0,0
543374,20725,10,2011-02-07 15:05:00,1.65,u16945,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543377,21212,24,2011-02-07 15:14:00,0.55,u13725,United Kingdom,13.200000000000001,2,0,0,0,0,0,0,0,0,0
543391,85123A,6,2011-02-08 10:12:00,2.95,u14475,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543391,85099B,10,2011-02-08 10:12:00,1.95,u14475,United Kingdom,19.5,2,0,0,1,0,0,0,0,0,0
543391,20725,10,2011-02-08 10:12:00,1.65,u14475,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543391,20727,10,2011-02-08 10:12:00,1.65,u14475,United Kingdom,16.5,2,0,0,0,1,0,0,0,0,0
543398,85123A,6,2011-02-08 10:47:00,2.95,u16458,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543398,85099B,20,2011-02-08 10:47:00,1.95,u16458,United Kingdom,39.0,2,0,0,1,0,0,0,0,0,0
543400,22197,10,2011-02-08 11:27:00,0.85,u14688,United Kingdom,8.5,2,0,0,0,0,0,0,1,0,0
543428,85123A,6,2011-02-08 11:36:00,2.95,u17787,United Kingdom,17.700000000000003,2,0,1,0,0,0,0,0,0,0
543454,47566,2,2011-02-08 12:20:00,4.95,u14527,United Kingdom,9.9,2,0,0,0,0,0,1,0,0,0
543458,20725,2,2011-02-08 13:28:00,1.65,u14587,United Kingdom,3.3,2,0,0,0,0,1,0,0,0,0
543458,20727,3,2011-02-08 13:28:00,1.65,u14587,United Kingdom,4.949999999999999,2,0,0,0,1,0,0,0,0,0
543464,22197,12,2011-02-08 14:15:00,0.85,u16779,United Kingdom,10.2,2,0,0,0,0,0,0,1,0,0
543468,22720,3,2011-02-08 14:45:00,4.95,u14562,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543468,20725,4,2011-02-08 14:45:00,1.65,u14562,United Kingdom,6.6,2,0,0,0,0,1,0,0,0,0
543468,47566,3,2011-02-08 14:45:00,4.95,u14562,United Kingdom,14.850000000000001,2,0,0,0,0,0,1,0,0,0
543470,21212,24,2011-02-08 14:58:00,0.55,u16951,United Kingdom,13.200000000000001,2,0,0,0,0,0,0,0,0,0
543474,85123A,5,2011-02-08 15:09:00,2.95,u14415,United Kingdom,14.75,2,0,1,0,0,0,0,0,0,0
543474,20725,5,2011-02-08 15:09:00,1.65,u14415,United Kingdom,8.25,2,0,0,0,0,1,0,0,0,0
543474,85099B,3,2011-02-08 15:09:00,1.95,u14415,United Kingdom,5.85,2,0,0,1,0,0,0,0,0,0
543480,47566,4,2011-02-08 15:48:00,4.95,u13133,United Kingdom,19.8,2,0,0,0,0,0,1,0,0,0
543483,84879,8,2011-02-09 09:10:00,1.69,u18075,United Kingdom,13.52,2,1,0,0,0,0,0,0,0,0
543485,22720,3,2011-02-09 10:19:00,4.95,u15843,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543486,22720,6,2011-02-09 10:24:00,4.95,u13319,United Kingdom,29.700000000000003,2,0,0,0,0,0,0,0,0,1
543486,20725,10,2011-02-09 10:24:00,1.65,u13319,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543486,84879,8,2011-02-09 10:24:00,1.69,u13319,United Kingdom,13.52,2,1,0,0,0,0,0,0,0,0
543507,20725,4,2011-02-09 10:49:00,1.65,u15039,United Kingdom,6.6,2,0,0,0,0,1,0,0,0,0
543520,22720,6,2011-02-09 11:43:00,4.95,u15827,United Kingdom,29.700000000000003,2,0,0,0,0,0,0,0,0,1
543527,20725,10,2011-02-09 12:08:00,1.65,u1597,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543529,85123A,5,2011-02-09 12:16:00,2.95,u18109,United Kingdom,14.75,2,0,1,0,0,0,0,0,0,0
543534,21212,24,2011-02-09 13:25:00,0.55,u1359,United Kingdom,13.200000000000001,2,0,0,0,0,0,0,0,0,0
543534,85099B,10,2011-02-09 13:25:00,1.95,u1359,United Kingdom,19.5,2,0,0,1,0,0,0,0,0,0
543538,22720,3,2011-02-09 13:57:00,4.95,u16143,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543538,47566,4,2011-02-09 13:57:00,4.95,u16143,United Kingdom,19.8,2,0,0,0,0,0,1,0,0,0
543539,22197,10,2011-02-09 14:18:00,0.85,u17757,United Kingdom,8.5,2,0,0,0,0,0,0,1,0,0
543540,20725,10,2011-02-09 14:44:00,1.65,u17412,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543547,85123A,2,2011-02-09 16:57:00,2.95,u17358,United Kingdom,5.9,2,0,1,0,0,0,0,0,0,0
543548,84879,8,2011-02-10 09:21:00,1.69,u13706,United Kingdom,13.52,2,1,0,0,0,0,0,0,0,0
543555,20727,10,2011-02-10 10:18:00,1.65,u17686,United Kingdom,16.5,2,0,0,0,1,0,0,0,0,0
543555,20725,10,2011-02-10 10:18:00,1.65,u17686,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543555,22197,24,2011-02-10 10:18:00,0.85,u17686,United Kingdom,20.4,2,0,0,0,0,0,0,1,0,0
543555,22720,3,2011-02-10 10:18:00,4.95,u17686,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543591,84879,16,2011-02-10 11:46:00,1.69,u13854,United Kingdom,27.04,2,1,0,0,0,0,0,0,0,0
543592,85123A,9,2011-02-10 11:57:00,2.95,u17243,United Kingdom,26.55,2,0,1,0,0,0,0,0,0,0
543600,22197,6,2011-02-10 13:19:00,0.85,u18168,United Kingdom,5.1,2,0,0,0,0,0,0,1,0,0
543610,21212,24,2011-02-10 14:30:00,0.55,u16425,United Kingdom,13.200000000000001,2,0,0,0,0,0,0,0,0,0
543619,22197,12,2011-02-10 14:51:00,0.85,u16842,United Kingdom,10.2,2,0,0,0,0,0,0,1,0,0
543619,84879,16,2011-02-10 14:51:00,1.69,u16842,United Kingdom,27.04,2,1,0,0,0,0,0,0,0,0
543619,47566,5,2011-02-10 14:51:00,4.65,u16842,United Kingdom,23.25,2,0,0,0,0,0,1,0,0,0
543626,85123A,12,2011-02-10 15:40:00,2.95,u15796,United Kingdom,35.400000000000006,2,0,1,0,0,0,0,0,0,0
543631,21212,2,2011-02-10 16:17:00,0.55,u14081,United Kingdom,1.1,2,0,0,0,0,0,0,0,0,0
543631,22720,1,2011-02-10 16:17:00,4.95,u14081,United Kingdom,4.95,2,0,0,0,0,0,0,0,0,1
543631,85123A,4,2011-02-10 16:17:00,2.95,u14081,United Kingdom,11.8,2,0,1,0,0,0,0,0,0,0
543641,85123A,4,2011-02-10 17:19:00,2.95,u14555,United Kingdom,11.8,2,0,1,0,0,0,0,0,0,0
543642,20727,2,2011-02-10 17:40:00,1.65,u16161,United Kingdom,3.3,2,0,0,0,1,0,0,0,0,0
543645,20725,4,2011-02-10 17:54:00,1.65,u17609,United Kingdom,6.6,2,0,0,0,0,1,0,0,0,0
543646,85123A,5,2011-02-10 19:44:00,2.95,u1779,United Kingdom,14.75,2,0,1,0,0,0,0,0,0,0
543647,47566,2,2011-02-10 19:49:00,4.95,u12841,United Kingdom,9.9,2,0,0,0,0,0,1,0,0,0
543658,20727,20,2011-02-11 10:38:00,1.65,u13819,United Kingdom,33.0,2,0,0,0,1,0,0,0,0,0
543664,20727,10,2011-02-11 10:57:00,1.65,u17705,United Kingdom,16.5,2,0,0,0,1,0,0,0,0,0
543668,85123A,3,2011-02-11 11:17:00,2.95,u18118,United Kingdom,8.850000000000001,2,0,1,0,0,0,0,0,0,0
543734,85123A,12,2011-02-11 12:22:00,2.95,u17512,United Kingdom,35.400000000000006,2,0,1,0,0,0,0,0,0,0
543736,85123A,12,2011-02-11 12:36:00,2.95,u15044,United Kingdom,35.400000000000006,2,0,1,0,0,0,0,0,0,0
543746,22720,3,2011-02-11 13:50:00,4.95,u17675,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543746,47566,8,2011-02-11 13:50:00,4.95,u17675,United Kingdom,39.6,2,0,0,0,0,0,1,0,0,0
543746,85099B,10,2011-02-11 13:50:00,1.95,u17675,United Kingdom,19.5,2,0,0,1,0,0,0,0,0,0
543770,20727,10,2011-02-11 15:39:00,1.65,u13875,United Kingdom,16.5,2,0,0,0,1,0,0,0,0,0
543777,85099B,3,2011-02-11 16:20:00,1.95,u15406,United Kingdom,5.85,2,0,0,1,0,0,0,0,0,0
543799,84879,16,2011-02-13 11:22:00,1.69,u17236,United Kingdom,27.04,2,1,0,0,0,0,0,0,0,0
543800,20725,2,2011-02-13 11:36:00,1.65,u17282,United Kingdom,3.3,2,0,0,0,0,1,0,0,0,0
543800,22720,1,2011-02-13 11:36:00,4.95,u17282,United Kingdom,4.95,2,0,0,0,0,0,0,0,0,1
543802,20725,1,2011-02-13 12:03:00,1.65,u13742,United Kingdom,1.65,2,0,0,0,0,1,0,0,0,0
543802,22720,2,2011-02-13 12:03:00,4.95,u13742,United Kingdom,9.9,2,0,0,0,0,0,0,0,0,1
543802,22197,5,2011-02-13 12:03:00,0.85,u13742,United Kingdom,4.25,2,0,0,0,0,0,0,1,0,0
543802,85123A,4,2011-02-13 12:03:00,2.95,u13742,United Kingdom,11.8,2,0,1,0,0,0,0,0,0,0
543803,84879,8,2011-02-13 12:05:00,1.69,u17126,United Kingdom,13.52,2,1,0,0,0,0,0,0,0,0
543803,85123A,2,2011-02-13 12:05:00,2.95,u17126,United Kingdom,5.9,2,0,1,0,0,0,0,0,0,0
543804,22720,3,2011-02-13 12:17:00,4.95,u16434,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543805,47566,3,2011-02-13 12:41:00,4.95,u1705,United Kingdom,14.850000000000001,2,0,0,0,0,0,1,0,0,0
543805,22720,2,2011-02-13 12:41:00,4.95,u1705,United Kingdom,9.9,2,0,0,0,0,0,0,0,0,1
543808,21212,2,2011-02-13 13:22:00,0.55,u17454,United Kingdom,1.1,2,0,0,0,0,0,0,0,0,0
543808,47566,1,2011-02-13 13:22:00,4.95,u17454,United Kingdom,4.95,2,0,0,0,0,0,1,0,0,0
543808,22720,1,2011-02-13 13:22:00,4.95,u17454,United Kingdom,4.95,2,0,0,0,0,0,0,0,0,1
543808,20725,10,2011-02-13 13:22:00,1.65,u17454,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543808,85099B,10,2011-02-13 13:22:00,1.95,u17454,United Kingdom,19.5,2,0,0,1,0,0,0,0,0,0
543810,22720,1,2011-02-13 14:16:00,4.95,u13171,United Kingdom,4.95,2,0,0,0,0,0,0,0,0,1
543812,22720,2,2011-02-13 14:40:00,4.95,u17472,United Kingdom,9.9,2,0,0,0,0,0,0,0,0,1
543814,21212,24,2011-02-13 15:17:00,0.55,u1564,United Kingdom,13.200000000000001,2,0,0,0,0,0,0,0,0,0
543821,22720,3,2011-02-14 09:24:00,4.95,u17667,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543821,47566,4,2011-02-14 09:24:00,4.95,u17667,United Kingdom,19.8,2,0,0,0,0,0,1,0,0,0
543821,85099B,10,2011-02-14 09:24:00,1.95,u17667,United Kingdom,19.5,2,0,0,1,0,0,0,0,0,0
543821,21212,24,2011-02-14 09:24:00,0.55,u17667,United Kingdom,13.200000000000001,2,0,0,0,0,0,0,0,0,0
543832,84879,16,2011-02-14 10:10:00,1.69,u13381,United Kingdom,27.04,2,1,0,0,0,0,0,0,0,0
543832,22720,3,2011-02-14 10:10:00,4.95,u13381,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543836,22720,3,2011-02-14 10:52:00,4.95,u15236,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543907,84879,8,2011-02-14 12:16:00,1.69,u17346,United Kingdom,13.52,2,1,0,0,0,0,0,0,0,0
543910,22197,12,2011-02-14 12:36:00,0.85,u13475,United Kingdom,10.2,2,0,0,0,0,0,0,1,0,0
543919,20727,10,2011-02-14 14:03:00,1.65,u13157,United Kingdom,16.5,2,0,0,0,1,0,0,0,0,0
543919,20725,10,2011-02-14 14:03:00,1.65,u13157,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543973,84879,12,2011-02-14 15:15:00,1.69,u17571,United Kingdom,20.28,2,1,0,0,0,0,0,0,0,0
543977,20725,10,2011-02-14 15:35:00,1.65,u15615,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543977,22720,3,2011-02-14 15:35:00,4.95,u15615,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
543977,20727,10,2011-02-14 15:35:00,1.65,u15615,United Kingdom,16.5,2,0,0,0,1,0,0,0,0,0
543978,20727,2,2011-02-14 15:37:00,1.65,u12867,United Kingdom,3.3,2,0,0,0,1,0,0,0,0,0
543978,20725,3,2011-02-14 15:37:00,1.65,u12867,United Kingdom,4.949999999999999,2,0,0,0,0,1,0,0,0,0
543978,84879,16,2011-02-14 15:37:00,1.69,u12867,United Kingdom,27.04,2,1,0,0,0,0,0,0,0,0
543978,21212,6,2011-02-14 15:37:00,0.55,u12867,United Kingdom,3.3000000000000003,2,0,0,0,0,0,0,0,0,0
543979,22197,1,2011-02-14 15:43:00,0.85,u14606,United Kingdom,0.85,2,0,0,0,0,0,0,1,0,0
543993,20725,10,2011-02-15 10:40:00,1.65,u17612,United Kingdom,16.5,2,0,0,0,0,1,0,0,0,0
543993,20727,10,2011-02-15 10:40:00,1.65,u17612,United Kingdom,16.5,2,0,0,0,1,0,0,0,0,0
543993,85099B,10,2011-02-15 10:40:00,1.95,u17612,United Kingdom,19.5,2,0,0,1,0,0,0,0,0,0
543996,47566,5,2011-02-15 10:46:00,4.95,u15811,United Kingdom,24.75,2,0,0,0,0,0,1,0,0,0
544037,21212,24,2011-02-15 11:31:00,0.55,u14961,United Kingdom,13.200000000000001,2,0,0,0,0,0,0,0,0,0
544037,22720,3,2011-02-15 11:31:00,4.95,u14961,United Kingdom,14.850000000000001,2,0,0,0,0,0,0,0,0,1
