Invoice,StockCode,Quantity,InvoiceDate,Price,CustomerID,Country,TotalAmount
546888,47566,1,2011-03-17 18:15:00,10.79,,United Kingdom,10.79
546888,85099B,1,2011-03-17 18:15:00,4.13,,United Kingdom,4.13
546888,85123A,1,2011-03-17 18:15:00,5.79,,United Kingdom,5.79
546891,22720,1,2011-03-17 18:18:00,4.95,,United Kingdom,4.95
546891,85123A,1,2011-03-17 18:18:00,5.79,,United Kingdom,5.79
546892,85099B,1,2011-03-17 18:20:00,4.13,,United Kingdom,4.13
546892,20725,1,2011-03-17 18:20:00,4.13,,United Kingdom,4.13
546892,21212,1,2011-03-17 18:20:00,1.25,,United Kingdom,1.25
546892,22197,12,2011-03-17 18:20:00,1.63,,United Kingdom,19.56
546896,20727,1,2011-03-17 18:24:00,4.13,,United Kingdom,4.13
546896,85099B,3,2011-03-17 18:24:00,4.13,,United Kingdom,12.39
546896,21212,1,2011-03-17 18:24:00,1.25,,United Kingdom,1.25
546896,22197,20,2011-03-17 18:24:00,1.63,,United Kingdom,32.599999999999994
546896,22423,1,2011-03-17 18:24:00,24.96,,United Kingdom,24.96
546896,22720,2,2011-03-17 18:24:00,4.95,,United Kingdom,9.9
546899,85099B,30,2011-03-17 18:27:00,1.65,u14298,United Kingdom,49.5
546908,22720,6,2011-03-17 18:59:00,4.95,u15648,United Kingdom,29.700000000000003
546910,20725,4,2011-03-17 19:46:00,1.65,u13969,United Kingdom,6.6
546910,22720,3,2011-03-17 19:46:00,4.95,u13969,United Kingdom,14.850000000000001
546912,22197,18,2011-03-17 20:12:00,0.85,u15861,United Kingdom,15.299999999999999
546912,22720,4,2011-03-17 20:12:00,4.95,u15861,United Kingdom,19.8
546912,20725,2,2011-03-17 20:12:00,1.65,u15861,United Kingdom,3.3
546913,85123A,3,2011-03-17 20:18:00,2.95,u15861,United Kingdom,8.850000000000001
546913,22197,12,2011-03-17 20:18:00,0.85,u15861,United Kingdom,10.2
546913,22720,2,2011-03-17 20:18:00,4.95,u15861,United Kingdom,9.9
546915,22423,3,2011-03-18 08:31:00,12.75,u15695,United Kingdom,38.25
546915,84879,16,2011-03-18 08:31:00,1.69,u15695,United Kingdom,27.04
546922,47566,4,2011-03-18 09:59:00,4.95,u1411,United Kingdom,19.8
546922,85123A,6,2011-03-18 09:59:00,2.95,u1411,United Kingdom,17.700000000000003
546922,85099B,10,2011-03-18 09:59:00,1.95,u1411,United Kingdom,19.5
546927,22423,12,2011-03-18 10:15:00,12.75,u16672,United Kingdom,153.0
546928,85123A,6,2011-03-18 10:16:00,2.95,u17685,United Kingdom,17.700000000000003
546933,85123A,1,2011-03-18 11:02:00,,,United Kingdom,
546933,85099B,2,2011-03-18 11:02:00,,,United Kingdom,
546944,22720,1,2011-03-18 11:13:00,4.95,u14701,United Kingdom,4.95
546949,85123A,1,2011-03-18 11:22:00,2.95,,United Kingdom,2.95
546963,22197,12,2011-03-18 11:39:00,0.85,u16779,United Kingdom,10.2
546972,22423,8,2011-03-18 12:04:00,24.96,,United Kingdom,199.68
546972,47566,16,2011-03-18 12:04:00,10.79,,United Kingdom,172.64
546972,20725,9,2011-03-18 12:04:00,4.96,,United Kingdom,44.64
546972,21212,9,2011-03-18 12:04:00,2.08,,United Kingdom,18.72
546973,20725,1,2011-03-18 12:07:00,4.96,,United Kingdom,4.96
546973,22720,2,2011-03-18 12:07:00,10.79,,United Kingdom,21.58
546973,85099B,3,2011-03-18 12:07:00,4.13,,United Kingdom,12.39
546976,20725,2,2011-03-18 12:08:00,4.96,,United Kingdom,9.92
546976,20727,1,2011-03-18 12:08:00,4.96,,United Kingdom,4.96
546976,85099B,4,2011-03-18 12:08:00,4.13,,United Kingdom,16.52
546977,20727,3,2011-03-18 12:08:00,4.96,,United Kingdom,14.879999999999999
546974,85099B,2,2011-03-18 12:08:00,4.13,,United Kingdom,8.26
546977,85099B,3,2011-03-18 12:08:00,4.13,,United Kingdom,12.39
546979,21212,24,2011-03-18 12:18:00,0.55,u16256,United Kingdom,13.200000000000001
546979,47566,8,2011-03-18 12:18:00,4.95,u16256,United Kingdom,39.6
546979,22720,3,2011-03-18 12:18:00,4.95,u16256,United Kingdom,14.850000000000001
546980,22423,3,2011-03-18 12:18:00,12.75,u13591,United Kingdom,38.25
546980,85099B,10,2011-03-18 12:18:00,1.95,u13591,United Kingdom,19.5
546984,20725,1,2011-03-18 12:35:00,1.65,u15019,United Kingdom,1.65
546984,22197,3,2011-03-18 12:35:00,0.85,u15019,United Kingdom,2.55
546986,85123A,6,2011-03-18 12:55:00,2.95,u14194,United Kingdom,17.700000000000003
546986,47566,4,2011-03-18 12:56:00,4.95,u14194,United Kingdom,19.8
546988,47566,4,2011-03-18 12:57:00,4.95,u14194,United Kingdom,19.8
546988,84879,8,2011-03-18 12:57:00,1.69,u14194,United Kingdom,13.52
546991,84879,5,2011-03-18 13:08:00,1.69,u12748,United Kingdom,8.45
546992,22423,16,2011-03-18 13:18:00,10.95,u16684,United Kingdom,175.2
546993,22720,2,2011-03-18 13:19:00,4.95,u17921,United Kingdom,9.9
546993,85123A,5,2011-03-18 13:19:00,2.95,u17921,United Kingdom,14.75
546995,22720,1,2011-03-18 13:25:00,4.95,u14041,United Kingdom,4.95
546998,85099B,1,2011-03-18 13:32:00,1.95,u16023,United Kingdom,1.95
546998,21212,2,2011-03-18 13:32:00,0.55,u16023,United Kingdom,1.1
546999,85123A,32,2011-03-18 13:47:00,2.55,u17133,United Kingdom,81.6
546999,47566,50,2011-03-18 13:47:00,4.15,u17133,United Kingdom,207.50000000000003
547004,47566,4,2011-03-18 14:14:00,4.95,u17419,United Kingdom,19.8
547019,20725,1,2011-03-18 14:54:00,1.65,u17841,United Kingdom,1.65
547020,22197,72,2011-03-18 15:42:00,0.85,u17017,United Kingdom,61.199999999999996
547021,22720,3,2011-03-18 15:43:00,4.95,u13046,United Kingdom,14.850000000000001
547021,84879,8,2011-03-18 15:43:00,1.69,u13046,United Kingdom,13.52
547028,85123A,4,2011-03-20 10:13:00,2.95,u13593,United Kingdom,11.8
547028,47566,6,2011-03-20 10:13:00,4.95,u13593,United Kingdom,29.700000000000003
547029,22423,32,2011-03-20 10:17:00,10.95,u15465,United Kingdom,350.4
547033,85099B,10,2011-03-20 10:28:00,1.95,u15898,United Kingdom,19.5
547041,20725,30,2011-03-20 10:56:00,1.45,u13777,United Kingdom,43.5
547042,85099B,1,2011-03-20 11:00:00,4.13,,United Kingdom,4.13
547042,85123A,2,2011-03-20 11:00:00,5.79,,United Kingdom,11.58
547042,22423,1,2011-03-20 11:00:00,24.96,,United Kingdom,24.96
547042,22720,2,2011-03-20 11:00:00,4.95,,United Kingdom,9.9
547047,47566,60,2011-03-20 11:46:00,4.15,u14258,United Kingdom,249.00000000000003
547049,85123A,6,2011-03-20 11:56:00,2.95,u17134,United Kingdom,17.700000000000003
547052,47566,2,2011-03-20 12:07:00,4.95,u18225,United Kingdom,9.9
547052,85099B,10,2011-03-20 12:07:00,1.95,u18225,United Kingdom,19.5
547052,85123A,5,2011-03-20 12:07:00,2.95,u18225,United Kingdom,14.75
547053,47566,50,2011-03-20 12:08:00,4.15,u13001,United Kingdom,207.50000000000003
547055,22197,12,2011-03-20 12:14:00,0.85,u16444,United Kingdom,10.2
547055,85123A,3,2011-03-20 12:14:00,2.95,u16444,United Kingdom,8.850000000000001
547055,20727,3,2011-03-20 12:14:00,1.65,u16444,United Kingdom,4.949999999999999
547055,20725,3,2011-03-20 12:14:00,1.65,u16444,United Kingdom,4.949999999999999
547056,47566,4,2011-03-20 12:25:00,4.95,u16402,United Kingdom,19.8
547057,47566,4,2011-03-20 12:28:00,4.95,u14217,United Kingdom,19.8
547058,20727,10,2011-03-20 12:44:00,1.65,u14232,United Kingdom,16.5
547059,85123A,5,2011-03-20 12:50:00,2.95,u14693,United Kingdom,14.75
547059,22423,10,2011-03-20 12:50:00,12.75,u14693,United Kingdom,127.5
547063,85123A,10,2011-03-20 13:33:00,2.95,u14769,United Kingdom,29.5
547063,84879,8,2011-03-20 13:33:00,1.69,u14769,United Kingdom,13.52
547063,21212,6,2011-03-20 13:33:00,0.55,u14769,United Kingdom,3.3000000000000003
547063,22197,3,2011-03-20 13:33:00,0.85,u14769,United Kingdom,2.55
547065,85099B,10,2011-03-20 13:38:00,1.95,u17068,United Kingdom,19.5
547065,47566,4,2011-03-20 13:38:00,4.95,u17068,United Kingdom,19.8
547066,20725,20,2011-03-20 13:41:00,1.65,u12921,United Kingdom,33.0
547066,20727,20,2011-03-20 13:41:00,1.65,u12921,United Kingdom,33.0
547066,21212,24,2011-03-20 13:41:00,0.55,u12921,United Kingdom,13.200000000000001
547067,84879,48,2011-03-20 13:43:00,1.69,u12921,United Kingdom,81.12
547067,85099B,30,2011-03-20 13:43:00,1.95,u12921,United Kingdom,58.5
547068,85099B,10,2011-03-20 13:48:00,1.95,u13985,United Kingdom,19.5
547068,20727,10,2011-03-20 13:48:00,1.65,u13985,United Kingdom,16.5
547069,21212,4,2011-03-20 13:52:00,0.55,u1671,United Kingdom,2.2
547069,20727,2,2011-03-20 13:52:00,1.65,u1671,United Kingdom,3.3
547070,22720,2,2011-03-20 13:58:00,4.95,u16115,United Kingdom,9.9
547073,85123A,3,2011-03-20 14:23:00,2.95,u17211,United Kingdom,8.850000000000001
547073,47566,6,2011-03-20 14:23:00,4.95,u17211,United Kingdom,29.700000000000003
547073,22423,2,2011-03-20 14:23:00,12.75,u17211,United Kingdom,25.5
547075,22720,9,2011-03-20 14:35:00,4.95,u15288,United Kingdom,44.550000000000004
547074,22197,12,2011-03-20 14:35:00,0.85,u13102,United Kingdom,10.2
547076,22720,6,2011-03-20 14:37:00,4.95,u1514,United Kingdom,29.700000000000003
547076,21212,120,2011-03-20 14:37:00,0.42,u1514,United Kingdom,50.4
547077,47566,6,2011-03-20 14:38:00,4.95,u12843,United Kingdom,29.700000000000003
547079,85123A,2,2011-03-20 15:02:00,2.95,u15408,United Kingdom,5.9
547080,22423,2,2011-03-20 15:06:00,12.75,u15445,United Kingdom,25.5
547081,21212,24,2011-03-20 15:07:00,0.55,u14205,United Kingdom,13.200000000000001
547081,47566,4,2011-03-20 15:07:00,4.95,u14205,United Kingdom,19.8
547083,85123A,6,2011-03-20 15:21:00,2.95,u15452,United Kingdom,17.700000000000003
547083,85123A,1,2011-03-20 15:21:00,2.95,u15452,United Kingdom,2.95
547088,21212,24,2011-03-20 16:02:00,0.55,u14223,United Kingdom,13.200000000000001
547088,22423,2,2011-03-20 16:02:00,12.75,u14223,United Kingdom,25.5
547088,22720,3,2011-03-20 16:02:00,4.95,u14223,United Kingdom,14.850000000000001
547093,20727,20,2011-03-21 08:20:00,1.65,u14762,United Kingdom,33.0
547094,22720,3,2011-03-21 08:39:00,4.95,u13934,United Kingdom,14.850000000000001
547096,22423,2,2011-03-21 09:13:00,12.75,u15669,United Kingdom,25.5
547097,22423,1,2011-03-21 09:33:00,12.75,u13021,United Kingdom,12.75
547099,85123A,6,2011-03-21 10:30:00,2.95,u18224,United Kingdom,17.700000000000003
547100,20727,10,2011-03-21 10:31:00,1.65,u15615,United Kingdom,16.5
547100,20725,20,2011-03-21 10:31:00,1.65,u15615,United Kingdom,33.0
547100,85099B,20,2011-03-21 10:31:00,1.95,u15615,United Kingdom,39.0
547101,85099B,100,2011-03-21 10:34:00,1.65,u16029,United Kingdom,165.0
547102,22423,1,2011-03-21 10:41:00,12.75,u14245,United Kingdom,12.75
547102,21212,24,2011-03-21 10:41:00,0.55,u14245,United Kingdom,13.200000000000001
547102,22720,3,2011-03-21 10:41:00,4.95,u14245,United Kingdom,14.850000000000001
547103,85099B,10,2011-03-21 10:54:00,1.95,u15218,United Kingdom,19.5
547105,84879,48,2011-03-21 11:20:00,1.69,u13854,United Kingdom,81.12
547106,22423,2,2011-03-21 11:24:00,12.75,u15039,United Kingdom,25.5
547106,85099B,10,2011-03-21 11:24:00,1.95,u15039,United Kingdom,19.5
547106,20727,2,2011-03-21 11:24:00,1.65,u15039,United Kingdom,3.3
547108,84879,8,2011-03-21 11:36:00,1.69,u14659,United Kingdom,13.52
547108,22720,5,2011-03-21 11:36:00,4.95,u14659,United Kingdom,24.75
547114,22197,25,2011-03-21 11:49:00,0.85,u14688,United Kingdom,21.25
547122,22720,3,2011-03-21 11:52:00,4.95,u17678,United Kingdom,14.850000000000001
547195,84879,24,2011-03-21 12:42:00,1.69,u17204,United Kingdom,40.56
547195,20727,10,2011-03-21 12:42:00,1.65,u17204,United Kingdom,16.5
547195,20725,10,2011-03-21 12:42:00,1.65,u17204,United Kingdom,16.5
547199,84879,8,2011-03-21 12:53:00,1.69,u14606,United Kingdom,13.52
547199,20727,1,2011-03-21 12:53:00,1.65,u14606,United Kingdom,1.65
547201,22423,16,2011-03-21 13:35:00,10.95,u13113,United Kingdom,175.2
547205,22423,3,2011-03-21 14:00:00,12.75,u16558,United Kingdom,38.25
547205,85099B,10,2011-03-21 14:00:00,1.95,u16558,United Kingdom,19.5
547205,47566,4,2011-03-21 14:00:00,4.95,u16558,United Kingdom,19.8
547206,22423,2,2011-03-21 14:18:00,12.75,u16791,United Kingdom,25.5
547209,47566,24,2011-03-21 14:44:00,4.95,u13081,United Kingdom,118.80000000000001
547209,22423,16,2011-03-21 14:44:00,10.95,u13081,United Kingdom,175.2
547209,22197,24,2011-03-21 14:44:00,0.85,u13081,United Kingdom,20.4
547209,20725,30,2011-03-21 14:44:00,1.65,u13081,United Kingdom,49.5
547209,20727,30,2011-03-21 14:44:00,1.65,u13081,United Kingdom,49.5
547209,85123A,32,2011-03-21 14:44:00,2.55,u13081,United Kingdom,81.6
547209,21212,24,2011-03-21 14:44:00,0.55,u13081,United Kingdom,13.200000000000001
547219,84879,8,2011-03-21 14:51:00,1.69,,United Kingdom,13.52
547221,84879,8,2011-03-21 15:06:00,1.69,u13262,United Kingdom,13.52
547223,84879,6,2011-03-21 15:10:00,1.69,u12867,United Kingdom,10.14
547223,84879,8,2011-03-21 15:10:00,1.69,u12867,United Kingdom,13.52
547223,20725,2,2011-03-21 15:10:00,1.65,u12867,United Kingdom,3.3
547223,20727,1,2011-03-21 15:10:00,1.65,u12867,United Kingdom,1.65
547223,20727,1,2011-03-21 15:10:00,1.65,u12867,United Kingdom,1.65
547223,21212,5,2011-03-21 15:10:00,0.55,u12867,United Kingdom,2.75
547224,84879,8,2011-03-21 15:15:00,1.69,,United Kingdom,13.52
547243,22720,2,2011-03-21 16:59:00,4.95,u17231,United Kingdom,9.9
547244,84879,12,2011-03-21 17:10:00,1.69,u16427,United Kingdom,20.28
547245,47566,4,2011-03-22 08:49:00,4.95,u14632,United Kingdom,19.8
547246,47566,24,2011-03-22 08:54:00,4.95,u16191,United Kingdom,118.80000000000001
547247,85123A,32,2011-03-22 09:01:00,2.55,u18225,United Kingdom,81.6
547248,22197,1,2011-03-22 09:23:00,1.63,,United Kingdom,1.63
547248,22423,2,2011-03-22 09:23:00,24.96,,United Kingdom,49.92
547248,47566,1,2011-03-22 09:23:00,10.79,,United Kingdom,10.79
547248,85099B,2,2011-03-22 09:23:00,4.13,,United Kingdom,8.26
547248,20727,2,2011-03-22 09:23:00,4.13,,United Kingdom,8.26
547248,21212,2,2011-03-22 09:23:00,1.25,,United Kingdom,2.5
547249,21212,5,2011-03-22 09:27:00,1.25,,United Kingdom,6.25
547249,22423,1,2011-03-22 09:27:00,24.96,,United Kingdom,24.96
547249,22720,1,2011-03-22 09:27:00,10.79,,United Kingdom,10.79
547249,47566,1,2011-03-22 09:27:00,10.79,,United Kingdom,10.79
547249,85099B,2,2011-03-22 09:27:00,4.13,,United Kingdom,8.26
547249,85123A,1,2011-03-22 09:27:00,5.79,,United Kingdom,5.79
547249,20725,1,2011-03-22 09:27:00,4.13,,United Kingdom,4.13
547249,20727,1,2011-03-22 09:27:00,4.13,,United Kingdom,4.13
547250,22197,2,2011-03-22 09:30:00,1.63,,United Kingdom,3.26
547250,22423,1,2011-03-22 09:30:00,24.96,,United Kingdom,24.96
547250,22720,1,2011-03-22 09:30:00,10.79,,United Kingdom,10.79
547250,47566,2,2011-03-22 09:30:00,10.79,,United Kingdom,21.58
547251,21212,24,2011-03-22 09:43:00,0.55,u17865,United Kingdom,13.200000000000001
547252,85123A,6,2011-03-22 10:13:00,2.95,u139,United Kingdom,17.700000000000003
547252,84879,8,2011-03-22 10:13:00,1.69,u139,United Kingdom,13.52
547253,22720,2,2011-03-22 10:44:00,4.95,u13869,United Kingdom,9.9
547253,85123A,6,2011-03-22 10:44:00,2.95,u13869,United Kingdom,17.700000000000003
547324,22423,6,2011-03-22 11:27:00,12.75,u13014,United Kingdom,76.5
547334,22423,3,2011-03-22 11:43:00,12.75,u15044,United Kingdom,38.25
547334,85123A,6,2011-03-22 11:43:00,2.95,u15044,United Kingdom,17.700000000000003
547334,22720,6,2011-03-22 11:43:00,4.95,u15044,United Kingdom,29.700000000000003
547349,85123A,6,2011-03-22 12:02:00,2.95,u15132,United Kingdom,17.700000000000003
547350,22197,12,2011-03-22 12:05:00,0.85,u17272,United Kingdom,10.2
547357,85123A,6,2011-03-22 12:15:00,2.95,u17613,United Kingdom,17.700000000000003
547358,85123A,3,2011-03-22 12:25:00,2.95,u15998,United Kingdom,8.850000000000001
547358,84879,8,2011-03-22 12:25:00,1.69,u15998,United Kingdom,13.52
547359,85099B,14,2011-03-22 12:27:00,1.95,u15719,United Kingdom,27.3
547359,47566,3,2011-03-22 12:27:00,4.95,u15719,United Kingdom,14.850000000000001
547359,20727,4,2011-03-22 12:27:00,1.65,u15719,United Kingdom,6.6
547359,21212,6,2011-03-22 12:27:00,0.55,u15719,United Kingdom,3.3000000000000003
547359,84879,8,2011-03-22 12:27:00,1.69,u15719,United Kingdom,13.52
547360,22423,16,2011-03-22 12:30:00,10.95,u16135,United Kingdom,175.2
547367,47566,1,2011-03-22 13:11:00,4.95,u15437,United Kingdom,4.95
547370,22197,7,2011-03-22 13:32:00,0.85,u14711,United Kingdom,5.95
547370,84879,16,2011-03-22 13:32:00,1.69,u14711,United Kingdom,27.04
547370,47566,1,2011-03-22 13:32:00,4.95,u14711,United Kingdom,4.95
547372,47566,1,2011-03-22 13:46:00,4.95,u16374,United Kingdom,4.95
547372,84879,8,2011-03-22 13:46:00,1.69,u16374,United Kingdom,13.52
547374,22423,1,2011-03-22 13:54:00,12.75,u1611,United Kingdom,12.75
547377,84879,16,2011-03-22 14:43:00,1.69,u1305,United Kingdom,27.04
547377,22720,3,2011-03-22 14:43:00,4.95,u1305,United Kingdom,14.850000000000001
547378,22423,12,2011-03-22 14:56:00,12.75,u14051,United Kingdom,153.0
547380,20725,10,2011-03-22 15:20:00,1.65,u16809,United Kingdom,16.5
547380,20727,2,2011-03-22 15:20:00,1.65,u16809,United Kingdom,3.3
547380,85099B,2,2011-03-22 15:20:00,1.95,u16809,United Kingdom,3.9
547380,21212,6,2011-03-22 15:20:00,0.55,u16809,United Kingdom,3.3000000000000003
547382,84879,5,2011-03-22 15:31:00,1.69,u15457,United Kingdom,8.45
547382,47566,2,2011-03-22 15:31:00,4.95,u15457,United Kingdom,9.9
547382,20727,2,2011-03-22 15:31:00,1.65,u15457,United Kingdom,3.3
547382,20725,2,2011-03-22 15:31:00,1.65,u15457,United Kingdom,3.3
547385,47566,3,2011-03-22 15:48:00,10.79,,United Kingdom,32.37
547385,85099B,1,2011-03-22 15:48:00,4.13,,United Kingdom,4.13
547385,85123A,4,2011-03-22 15:48:00,5.79,,United Kingdom,23.16
547385,47566,6,2011-03-22 15:48:00,4.95,,United Kingdom,29.700000000000003
547385,22197,8,2011-03-22 15:48:00,1.63,,United Kingdom,13.04
547386,22423,2,2011-03-22 15:52:00,12.75,,United Kingdom,25.5
547386,22720,1,2011-03-22 15:52:00,4.95,,United Kingdom,4.95
547386,47566,2,2011-03-22 15:52:00,10.79,,United Kingdom,21.58
547386,85099B,4,2011-03-22 15:52:00,4.13,,United Kingdom,16.52
547386,85123A,2,2011-03-22 15:52:00,5.79,,United Kingdom,11.58
547386,20725,1,2011-03-22 15:52:00,4.13,,United Kingdom,4.13
547386,20727,1,2011-03-22 15:52:00,4.13,,United Kingdom,4.13
547386,47566,6,2011-03-22 15:52:00,4.95,,United Kingdom,29.700000000000003
547396,22423,15,2011-03-22 16:54:00,24.96,,United Kingdom,374.40000000000003
547396,47566,24,2011-03-22 16:54:00,10.79,,United Kingdom,258.96
547396,20725,19,2011-03-22 16:54:00,4.96,,United Kingdom,94.24
547396,21212,16,2011-03-22 16:54:00,2.08,,United Kingdom,33.28
547398,20727,1,2011-03-22 16:55:00,4.96,,United Kingdom,4.96
547398,85099B,2,2011-03-22 16:55:00,4.13,,United Kingdom,8.26
547397,20727,1,2011-03-22 16:55:00,4.96,,United Kingdom,4.96
547397,85099B,1,2011-03-22 16:55:00,4.13,,United Kingdom,4.13
547399,85099B,4,2011-03-22 16:55:00,4.13,,United Kingdom,16.52
547400,22197,7,2011-03-22 16:56:00,1.63,,United Kingdom,11.41
547400,85099B,3,2011-03-22 16:56:00,4.13,,United Kingdom,12.39
547407,22423,1,2011-03-23 08:54:00,12.75,u15658,United Kingdom,12.75
547413,22197,12,2011-03-23 09:43:00,0.85,u13475,United Kingdom,10.2
547413,85123A,12,2011-03-23 09:43:00,2.95,u13475,United Kingdom,35.400000000000006
547413,21212,24,2011-03-23 09:43:00,0.55,u13475,United Kingdom,13.200000000000001
547418,85123A,6,2011-03-23 10:25:00,2.95,u13148,United Kingdom,17.700000000000003
547418,22423,1,2011-03-23 10:25:00,12.75,u13148,United Kingdom,12.75
547419,22423,48,2011-03-23 10:27:00,10.95,u15061,United Kingdom,525.5999999999999
547428,22720,3,2011-03-23 10:51:00,4.95,u1487,United Kingdom,14.850000000000001
547428,47566,10,2011-03-23 10:51:00,4.95,u1487,United Kingdom,49.5
547485,85123A,3,2011-03-23 11:16:00,2.95,u17019,United Kingdom,8.850000000000001
547485,20727,3,2011-03-23 11:16:00,1.65,u17019,United Kingdom,4.949999999999999
547485,22197,4,2011-03-23 11:16:00,0.85,u17019,United Kingdom,3.4
547485,21212,3,2011-03-23 11:16:00,0.55,u17019,United Kingdom,1.6500000000000001
547488,85099B,2,2011-03-23 11:30:00,1.95,u13821,United Kingdom,3.9
547489,85123A,6,2011-03-23 11:44:00,2.95,u1783,United Kingdom,17.700000000000003
547491,85123A,6,2011-03-23 12:05:00,2.95,u17096,United Kingdom,17.700000000000003
547496,84879,8,2011-03-23 12:13:00,1.69,u18075,United Kingdom,13.52
547496,85123A,12,2011-03-23 12:13:00,2.95,u18075,United Kingdom,35.400000000000006
547497,22720,2,2011-03-23 12:15:00,4.95,u14461,United Kingdom,9.9
547497,84879,24,2011-03-23 12:15:00,1.69,u14461,United Kingdom,40.56
547498,85123A,1,2011-03-23 12:24:00,2.95,u15021,United Kingdom,2.95
547498,20727,1,2011-03-23 12:24:00,1.65,u15021,United Kingdom,1.65
547500,85123A,32,2011-03-23 12:39:00,2.55,u13408,United Kingdom,81.6
547510,20725,10,2011-03-23 13:42:00,1.65,u15245,United Kingdom,16.5
547510,85099B,10,2011-03-23 13:42:00,1.95,u15245,United Kingdom,19.5
547510,22720,3,2011-03-23 13:42:00,4.95,u15245,United Kingdom,14.850000000000001
547511,84879,8,2011-03-23 13:44:00,1.69,u17411,United Kingdom,13.52
547512,47566,100,2011-03-23 13:46:00,4.15,u17262,United Kingdom,415.00000000000006
547513,21212,24,2011-03-23 13:59:00,0.55,u17519,United Kingdom,13.200000000000001
547515,84879,16,2011-03-23 14:02:00,1.69,u13267,United Kingdom,27.04
547515,47566,8,2011-03-23 14:02:00,4.95,u13267,United Kingdom,39.6
547516,22423,32,2011-03-23 14:04:00,10.95,u15189,United Kingdom,350.4
547518,85099B,200,2011-03-23 14:39:00,1.65,u13694,United Kingdom,330.0
547521,22423,1,2011-03-23 15:00:00,12.75,u16713,United Kingdom,12.75
547537,85099B,10,2011-03-23 15:16:00,1.95,u13534,United Kingdom,19.5
547538,85099B,10,2011-03-23 15:17:00,1.95,u13534,United Kingdom,19.5
547541,85099B,100,2011-03-23 15:22:00,1.65,u14607,United Kingdom,165.0
547547,22197,1,2011-03-23 15:30:00,1.63,,United Kingdom,1.63
547547,47566,1,2011-03-23 15:30:00,10.79,,United Kingdom,10.79
547547,85099B,1,2011-03-23 15:30:00,4.13,,United Kingdom,4.13
547547,85123A,1,2011-03-23 15:30:00,5.79,,United Kingdom,5.79
547547,21212,2,2011-03-23 15:30:00,1.25,,United Kingdom,2.5
547548,20725,1,2011-03-23 15:37:00,1.65,u15644,United Kingdom,1.65
547552,85099B,2,2011-03-23 15:55:00,4.13,,United Kingdom,8.26
547551,20727,1,2011-03-23 15:55:00,4.96,,United Kingdom,4.96
547551,22197,1,2011-03-23 15:55:00,1.63,,United Kingdom,1.63
547551,85099B,2,2011-03-23 15:55:00,4.13,,United Kingdom,8.26
547552,22197,1,2011-03-23 15:55:00,1.63,,United Kingdom,1.63
547556,47566,4,2011-03-23 16:45:00,4.95,u1725,United Kingdom,19.8
547556,85123A,4,2011-03-23 16:45:00,2.95,u1725,United Kingdom,11.8
547562,47566,4,2011-03-24 08:47:00,4.95,u16525,United Kingdom,19.8
547562,85099B,200,2011-03-24 08:47:00,1.65,u16525,United Kingdom,330.0
547567,47566,8,2011-03-24 09:44:00,4.95,u17644,United Kingdom,39.6
547569,22720,6,2011-03-24 09:50:00,4.95,u17491,United Kingdom,29.700000000000003
547571,22197,24,2011-03-24 09:52:00,0.85,u16265,United Kingdom,20.4
547572,84879,8,2011-03-24 10:03:00,1.69,u13512,United Kingdom,13.52
547572,22423,1,2011-03-24 10:03:00,12.75,u13512,United Kingdom,12.75
547576,85099B,10,2011-03-24 10:37:00,1.95,u1662,United Kingdom,19.5
547580,85123A,12,2011-03-24 10:48:00,2.95,u13488,United Kingdom,35.400000000000006
547644,85123A,6,2011-03-24 11:38:00,2.95,u14267,United Kingdom,17.700000000000003
547644,22720,6,2011-03-24 11:38:00,4.95,u14267,United Kingdom,29.700000000000003
547644,22423,6,2011-03-24 11:38:00,12.75,u14267,United Kingdom,76.5
547647,20727,10,2011-03-24 11:43:00,1.65,u15144,United Kingdom,16.5
547647,20725,10,2011-03-24 11:43:00,1.65,u15144,United Kingdom,16.5
547647,21212,24,2011-03-24 11:43:00,0.55,u15144,United Kingdom,13.200000000000001
547649,22197,10,2011-03-24 12:02:00,0.85,u18118,United Kingdom,8.5
547649,21212,2,2011-03-24 12:02:00,0.55,u18118,United Kingdom,1.1
547649,85123A,6,2011-03-24 12:02:00,2.95,u18118,United Kingdom,17.700000000000003
547649,20725,2,2011-03-24 12:02:00,1.65,u18118,United Kingdom,3.3
547649,20727,2,2011-03-24 12:02:00,1.65,u18118,United Kingdom,3.3
547649,85099B,2,2011-03-24 12:02:00,1.95,u18118,United Kingdom,3.9
547650,22720,1,2011-03-24 12:08:00,4.95,u17059,United Kingdom,4.95
547650,84879,8,2011-03-24 12:08:00,1.69,u17059,United Kingdom,13.52
547650,85099B,3,2011-03-24 12:08:00,1.95,u17059,United Kingdom,5.85
547650,20725,2,2011-03-24 12:08:00,1.65,u17059,United Kingdom,3.3
547650,20727,2,2011-03-24 12:08:00,1.65,u17059,United Kingdom,3.3
547651,85123A,4,2011-03-24 12:11:00,2.95,u16904,United Kingdom,11.8
547652,20727,1,2011-03-24 12:15:00,1.65,u14606,United Kingdom,1.65
547653,21212,120,2011-03-24 12:21:00,0.42,u16745,United Kingdom,50.4
547655,85123A,6,2011-03-24 12:52:00,2.95,u14267,United Kingdom,17.700000000000003
547655,22720,6,2011-03-24 12:52:00,4.95,u14267,United Kingdom,29.700000000000003
